id,movie,production_budget,domestic_gross,worldwide_gross,year,month,return_ratio
85,The Bad News Bears,35000000.0,32868349.0,33500620.0,2005,July,0.8962562571428572
86,The Pianist,35000000.0,32519322.0,111854182.0,2002,December,3.124957257142857
87,House of Wax,35000000.0,32064800.0,70064800.0,2005,May,1.9179885714285714
88,From Hell,35000000.0,31598308.0,68712365.0,2001,October,1.8660192285714285
89,Adrift,35000000.0,31445011.0,57897191.0,2018,June,1.5526343428571427
90,Mirrors,35000000.0,30691439.0,77220596.0,2008,August,2.083201
91,Underworld: Blood Wars,35000000.0,30353973.0,81209222.0,2017,January,2.187519857142857
92,Queen of the Damned,35000000.0,30307804.0,30307804.0,2002,February,0.7318745142857143
93,Nanny McPhee and the Big Bang,35000000.0,29197642.0,97799865.0,2010,August,2.6285002
94,Untraceable,35000000.0,28687835.0,52649951.0,2008,January,1.323936742857143
95,Predator 2,35000000.0,28317513.0,54768418.0,1990,November,1.3738837428571429
96,Abduction,35000000.0,28087155.0,86648359.0,2011,September,2.278157542857143
97,Flash Gordon,35000000.0,27107960.0,27107960.0,1980,December,0.5490262857142857
98,Superhero Movie,35000000.0,26638520.0,73026302.0,2008,March,1.847566342857143
99,Blast from the Past,35000000.0,26613620.0,26613620.0,1999,February,0.5207782857142857
100,Alex Cross,35000000.0,25888412.0,35426759.0,2012,October,0.7518620285714286
1,Jersey Girl,35000000.0,25266129.0,37066129.0,2004,March,0.7809216571428571
2,Midnight in the Garden of Good and Evil,35000000.0,25078937.0,25078937.0,1997,November,0.4330821142857143
3,Bridget Jonesâs Baby,35000000.0,24139805.0,205822688.0,2016,September,5.570356942857143
4,Heist,35000000.0,23483357.0,28906817.0,2001,November,0.4968621142857143
5,Hoffa,35000000.0,23365858.0,28391473.0,1992,December,0.47878088571428573
6,Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0,2016,March,0.3838308857142857
7,Ella Enchanted,35000000.0,22913677.0,22913677.0,2004,April,0.30935297142857143
8,Hitman: Agent 47,35000000.0,22467450.0,82182803.0,2015,August,1.9900072285714285
9,The X-Files: I Want to Believe,35000000.0,20982478.0,68170792.0,2008,July,1.5472362857142856
10,Premium Rush,35000000.0,20275446.0,31393201.0,2012,August,0.47624705714285714
11,Broken City,35000000.0,19701164.0,34480045.0,2013,January,0.5480345428571428
12,Valiant,35000000.0,19478106.0,64188387.0,2005,August,1.3904712285714285
13,Wonder Boys,35000000.0,19389454.0,33422485.0,2000,February,0.5089125428571428
14,Cursed,35000000.0,19294901.0,25114901.0,2005,February,0.2688514857142857
15,Walk Hard: The Dewey Cox Story,35000000.0,18317151.0,20606053.0,2007,December,0.11209154285714286
16,The Four Feathers,35000000.0,18306166.0,29882645.0,2002,September,0.3768231714285714
17,Furry Vengeance,35000000.0,17630465.0,39340177.0,2010,April,0.6277326285714285
18,Parker,35000000.0,17616641.0,48543388.0,2013,January,0.8902865428571428
19,Wimbledon,35000000.0,16862585.0,41666476.0,2004,September,0.6722588857142857
20,Bait,35000000.0,15325127.0,15471969.0,2000,September,-0.12008297142857143
21,Dungeons and Dragons,35000000.0,15185241.0,33771965.0,2000,December,0.3987773142857143
22,Lions for Lambs,35000000.0,14998070.0,63211088.0,2007,November,1.2345473714285715
23,Flight of the Intruder,35000000.0,14471440.0,14471440.0,1991,January,-0.17306057142857142
24,The Tree of Life,35000000.0,13305665.0,61721826.0,2011,May,1.1436426
25,American Outlaws,35000000.0,13264986.0,13601109.0,2001,August,-0.23239728571428572
26,Zoom,35000000.0,11989328.0,12506188.0,2006,August,-0.3001281142857143
27,The Shipping News,35000000.0,11405825.0,24405825.0,2001,December,0.02319
28,The Young Victoria,35000000.0,11001272.0,31878891.0,2009,December,0.22514751428571428
29,Sabotage,35000000.0,10508518.0,18376443.0,2014,March,-0.1747154
30,Knock Off,35000000.0,10319915.0,10319915.0,1998,September,-0.41029057142857145
31,Whiteout,35000000.0,10275638.0,12254746.0,2009,September,-0.35627474285714283
32,Unfinished Business,35000000.0,10219501.0,13214051.0,2015,March,-0.3304699428571429
33,The Walk,35000000.0,10161183.0,61492104.0,2015,September,1.0472367714285715
34,The Fountain,35000000.0,10144010.0,15461638.0,2006,November,-0.26841005714285715
35,Mandela: Long Walk to Freedom,35000000.0,8323085.0,29890402.0,2013,November,0.09181391428571428
36,Punisher: War Zone,35000000.0,8050977.0,10157534.0,2008,December,-0.4797568285714286
37,The Order,35000000.0,7659747.0,11559747.0,2003,September,-0.4508716
38,A Good Year,35000000.0,7459300.0,42064105.0,2006,November,0.41495442857142856
39,The Brothers Grimsby,35000000.0,6864016.0,28720470.0,2016,March,0.0166996
40,The Snowman,35000000.0,6670765.0,43226146.0,2017,October,0.42562602857142856
41,Femme Fatale,35000000.0,6630252.0,16830252.0,2002,November,-0.3296998857142857
42,Warriors of Virtue,35000000.0,6448817.0,6448817.0,1997,May,-0.6314961714285714
43,Luther,35000000.0,5781086.0,32717063.0,2003,September,0.09994711428571429
44,Biutiful,35000000.0,5101237.0,24687524.0,2011,January,-0.14889254285714285
45,Radio Flyer,35000000.0,4651977.0,4651977.0,1992,February,-0.7341727428571428
46,Bound by Honor,35000000.0,4496583.0,4496583.0,1993,April,-0.7430524
47,A Hologram for the King,35000000.0,4212494.0,11846010.0,2016,April,-0.5411856
48,Smilla's Sense of Snow,35000000.0,2221994.0,2221994.0,1997,February,-0.8730289142857143
49,Playing for Keeps,35000000.0,2000000.0,2000000.0,1986,October,-0.8857142857142857
50,Lion of the Desert,35000000.0,1500000.0,1500000.0,1980,January,-0.9142857142857143
51,Le hussard sur le toit,35000000.0,1320043.0,1320043.0,1996,April,-0.9245689714285714
52,Ride With the Devil,35000000.0,630779.0,630779.0,1999,November,-0.9639554857142857
53,Stolen,35000000.0,289773.0,17967746.0,2012,September,-0.4783566
54,Trespass,35000000.0,16816.0,786532.0,2011,October,-0.9770472
55,Bandidas,35000000.0,0.0,19282590.0,2006,September,-0.44906885714285716
56,The Lovers,35000000.0,0.0,53899.0,2015,March,-0.9984600285714286
57,Black Water Transit,35000000.0,0.0,0.0,2008,December,-1.0
58,The Darkest Hour,34800000.0,21443494.0,62831715.0,2011,December,1.421701408045977
59,Baby Driver,34000000.0,107825862.0,228104185.0,2017,June,8.8802955
60,The Maze Runner,34000000.0,102427862.0,348319861.0,2014,September,12.257285970588235
61,The Longest Ride,34000000.0,37446117.0,63802928.0,2015,April,1.9779130882352942
62,The Age of Innocence,34000000.0,32014993.0,32014993.0,1993,September,0.8832348823529412
63,Gake no ue no Ponyo,34000000.0,15090399.0,205312666.0,2009,August,5.482443088235294
64,The Darkest Minds,34000000.0,12695691.0,38361428.0,2018,August,0.5016799705882353
65,Chill Factor,34000000.0,11263966.0,11263966.0,1999,September,-0.33741376470588236
66,The Astronaut's Wife,34000000.0,10672566.0,10672566.0,1999,August,-0.372202
67,I Dreamed of Africa,34000000.0,6543194.0,14291999.0,2000,May,-0.38720020588235293
68,Thunder and the House of Magic,34000000.0,4091.0,62582520.0,2014,September,0.8407826764705882
69,Reds,33500000.0,50000000.0,50000000.0,1981,December,1.9850746268656716
70,A Few Good Men,33000000.0,141340178.0,236500000.0,1992,December,10.449702363636364
71,Big Momma's House,33000000.0,117559438.0,173559438.0,2000,June,7.821784121212121
72,Exit Wounds,33000000.0,51758599.0,79958599.0,2001,March,2.9914302424242423
73,Mike and Dave Need Wedding Dates,33000000.0,46009673.0,75898100.0,2016,July,2.6941749393939394
74,Step Up Revolution,33000000.0,35074677.0,165552290.0,2012,July,5.0796050606060605
75,Snakes on a Plane,33000000.0,34020814.0,62020814.0,2006,August,1.9103523636363637
76,The Punisher,33000000.0,33664370.0,54533774.0,2004,April,1.6726710303030303
77,The Watcher,33000000.0,28946615.0,47267829.0,2000,September,1.3095286060606062
78,Safe,33000000.0,17142080.0,41495213.0,2012,April,0.7768876666666666
79,Doomsday,33000000.0,11008770.0,21621188.0,2008,March,-0.01121339393939394
80,Pushing Tin,33000000.0,8408835.0,8408835.0,1999,April,-0.49037363636363634
81,Goal! The Dream Begins,33000000.0,4283255.0,27610873.0,2006,May,-0.03351127272727273
82,The Young and Prodigious T.S. Spivet,33000000.0,176847.0,357687.0,2015,July,-0.983802
83,Freaks of Nature,33000000.0,70958.0,70958.0,2015,October,-0.9956995151515151
84,Star Wars Ep. VI: Return of the Jedi,32500000.0,309205079.0,572705079.0,1983,May,26.13569716923077
85,Bridesmaids,32500000.0,169211718.0,289632023.0,2011,May,13.118268953846155
86,The Reader,32500000.0,34194407.0,112964875.0,2008,December,3.527977907692308
87,The Big Wedding,32500000.0,21819348.0,48425971.0,2013,April,1.1613944307692308
88,Wanderlust,32500000.0,17288155.0,24159934.0,2012,February,0.27532581538461537
89,Elf,32000000.0,173840591.0,220678483.0,2003,November,11.3287210625
90,Phenomenon,32000000.0,104636382.0,152036382.0,1996,July,7.021023875
91,This is the End,32000000.0,101470202.0,126539117.0,2013,June,6.12529121875
92,Snow Dogs,32000000.0,81150692.0,116898028.0,2002,January,5.1890225
93,Nacho Libre,32000000.0,80197993.0,99296462.0,2006,June,4.60920171875
94,Scrooged,32000000.0,59450353.0,59450353.0,1988,November,2.7156470625
95,Takers,32000000.0,57744720.0,70587268.0,2010,August,3.010374625
96,Source Code,32000000.0,54712227.0,140428499.0,2011,April,5.0981476875
97,Stigmata,32000000.0,50041732.0,89441732.0,1999,September,3.35885825
98,Men of Honor,32000000.0,48814909.0,82339483.0,2000,November,3.09857475
99,I Feel Pretty,32000000.0,48795601.0,91553797.0,2018,April,3.3859186875
100,The Transporter 2,32000000.0,43095856.0,88978458.0,2005,September,3.1273223125
1,"Big Mommas: Like Father, Like Son",32000000.0,37915414.0,82332450.0,2011,February,2.75774575
2,Alive,32000000.0,36299670.0,36299670.0,1993,January,1.268729375
3,The Number 23,32000000.0,35193167.0,77593167.0,2007,February,2.5245729375
4,1941,32000000.0,34175000.0,94875000.0,1979,December,3.0328125
5,Dreamer: Inspired by a True Story,32000000.0,33022286.0,39498360.0,2005,October,1.2662701875
6,A History of Violence,32000000.0,31493782.0,61477797.0,2005,September,1.90536184375
7,The Incredible Burt Wonderstone,32000000.0,22537881.0,27392609.0,2013,March,0.5603278125
8,The Quick and the Dead,32000000.0,18552460.0,18552460.0,1995,February,0.15952875
9,Laws of Attraction,32000000.0,17848322.0,29948322.0,2004,April,0.493645125
10,Bad Times at the El Royale,32000000.0,17839115.0,29204379.0,2018,October,0.4701091875
11,Going the Distance,32000000.0,17804299.0,43603990.0,2010,September,0.91900903125
12,Bringing Out The Dead,32000000.0,16640210.0,16640210.0,1999,October,0.040013125
13,Repo Men,32000000.0,13942007.0,18195238.0,2010,March,0.00428890625
14,Dragon Wars: D-War,32000000.0,10977721.0,79915361.0,2007,September,1.8404088125
15,Bogus,32000000.0,4357406.0,4357406.0,1996,September,-0.727662125
16,Cats Don't Dance,32000000.0,3588602.0,3588602.0,1997,March,-0.775712375
17,Cradle Will Rock,32000000.0,2899970.0,2899970.0,1999,December,-0.818751875
18,The Good German,32000000.0,1308696.0,6678033.0,2006,December,-0.75041471875
19,George and the Dragon,32000000.0,0.0,0.0,2004,December,-1.0
20,Apocalypse Now,31500000.0,78800000.0,81250485.0,1979,August,4.0809677777777775
21,Criminal,31500000.0,14708696.0,38771262.0,2016,April,0.6977764444444444
22,42,31000000.0,95020213.0,97470701.0,2013,April,5.209384322580645
23,Flight,31000000.0,93772375.0,160558438.0,2012,November,7.2042197741935485
24,Mr. Hollandâs Opus,31000000.0,82582604.0,106282604.0,1995,December,5.092426064516129
25,Out of Africa,31000000.0,79096868.0,258210860.0,1985,December,9.880894451612903
26,Moonraker,31000000.0,70300000.0,210300000.0,1979,June,8.051612903225806
27,The Grand Budapest Hotel,31000000.0,59076019.0,163981261.0,2014,March,6.195396129032258
28,Vacation,31000000.0,58884188.0,102306500.0,2015,July,4.199699612903226
29,Arachnophobia,31000000.0,53208180.0,53208180.0,1990,July,2.432785806451613
30,Isnât it Romantic,31000000.0,48791187.0,48791187.0,2019,February,2.1478185161290324
31,Frequency,31000000.0,44983704.0,68079671.0,2000,April,2.64720564516129
32,Hearts in Atlantis,31000000.0,24185781.0,30885781.0,2001,September,0.776502
33,Extraordinary Measures,31000000.0,12482741.0,15826984.0,2010,January,-0.08678306451612904
34,Birth of the Dragon,31000000.0,6901965.0,7220490.0,2017,August,-0.544436935483871
35,Get Shorty,30250000.0,72021008.0,115021008.0,1995,October,5.183207140495868
36,Ghostbusters,30000000.0,242212467.0,295212467.0,1984,June,16.914164466666666
37,Toy Story,30000000.0,191796233.0,364545516.0,1995,November,17.544724966666667
38,Crazy Rich Asians,30000000.0,174532921.0,238099711.0,2018,August,12.754421066666668
39,Chicago,30000000.0,170687518.0,306770545.0,2002,December,14.915268766666667
40,Big Daddy,30000000.0,163479795.0,228641283.0,1999,June,12.0707026
41,American Pie 2,30000000.0,145096820.0,286500000.0,2001,August,13.386560666666666
42,The Vow,30000000.0,125014030.0,197618160.0,2012,February,9.754406333333334
43,Speed,30000000.0,121248145.0,283200000.0,1994,June,12.481604833333334
44,The Hunt for Red October,30000000.0,120709866.0,200500000.0,1990,March,9.706995533333334
45,Lee Daniels' The Butler,30000000.0,116632095.0,177025498.0,2013,August,8.788586433333334
46,Remember the Titans,30000000.0,115654751.0,136706683.0,2000,September,7.4120478
47,District 9,30000000.0,115646235.0,212453431.0,2009,August,9.936655533333333
48,Dodgeball: A True Underdog Story,30000000.0,114326736.0,167791704.0,2004,June,8.403948
49,The Addams Family,30000000.0,113502246.0,191502246.0,1991,November,9.1668164
50,Ace Ventura: When Nature Calls,30000000.0,108360063.0,212400000.0,1995,November,9.6920021
51,The Princess Diaries,30000000.0,108244774.0,165334774.0,2001,August,8.119318266666667
52,Analyze This,30000000.0,106885658.0,176885658.0,1999,March,8.459043866666667
53,The First Wives Club,30000000.0,105489203.0,181489203.0,1996,September,8.565946866666666
54,Million Dollar Baby,30000000.0,100492203.0,231928227.0,2004,December,10.080681
55,Se7en,30000000.0,100125643.0,328125643.0,1995,September,13.275042866666666
56,Mystic River,30000000.0,90135191.0,156822020.0,2003,October,7.231907033333333
57,Sisters,30000000.0,87044645.0,106030660.0,2015,December,5.4358435
58,Pokemon: The First Movie,30000000.0,85744662.0,163644662.0,1999,November,7.312977466666666
59,SpongeBob SquarePants: The Movie,30000000.0,85416609.0,142051255.0,2004,November,6.582262133333334
60,Up in the Air,30000000.0,83823381.0,166842739.0,2009,December,7.355537333333333
61,The Notebook,30000000.0,81001787.0,116025023.0,2004,June,5.567560333333334
62,Hannah Montana the Movie,30000000.0,79576189.0,169173206.0,2009,April,7.2916465
63,27 Dresses,30000000.0,76808654.0,160247805.0,2008,January,6.901881966666667
64,Rugrats in Paris,30000000.0,76501438.0,103284813.0,2000,November,4.992875033333333
65,The Hitmanâs Bodyguard,30000000.0,75468583.0,172778667.0,2017,August,7.274908333333333
66,The Prince of Tides,30000000.0,74787599.0,74787599.0,1991,December,3.985839933333333
67,Four Brothers,30000000.0,74494381.0,92494381.0,2005,August,4.566292066666667
68,Legends of the Fall,30000000.0,66502573.0,160502573.0,1994,December,6.5668382
69,Looper,30000000.0,66486205.0,170466405.0,2012,September,6.898420333333333
70,Warm Bodies,30000000.0,66380662.0,115121608.0,2013,February,5.050075666666666
71,About Schmidt,30000000.0,65005217.0,107054484.0,2002,December,4.735323366666667
72,The Nut Job,30000000.0,64251538.0,122529966.0,2014,January,5.226050133333334
73,Down to Earth,30000000.0,64172251.0,71172251.0,2001,February,3.5114834
74,Babe,30000000.0,63658910.0,246100000.0,1995,August,9.325297
75,Hope Springs,30000000.0,63536011.0,133085295.0,2012,August,5.554043533333333
76,Forgetting Sarah Marshall,30000000.0,63172463.0,105173042.0,2008,April,4.611516833333333
77,Friday Night Lights,30000000.0,61255921.0,61950770.0,2004,October,3.1068897
78,Harlem Nights,30000000.0,60857262.0,95857262.0,1989,November,4.223817466666667
79,Baby Mama,30000000.0,60494212.0,64170447.0,2008,April,3.1554886333333334
80,Hope Floats,30000000.0,60110313.0,81529000.0,1998,May,3.721310433333333
81,Bride Wars,30000000.0,58715510.0,115150424.0,2009,January,4.795531133333333
82,Without a Paddle,30000000.0,58156435.0,65121280.0,2004,August,3.1092571666666666
83,Midnight in Paris,30000000.0,56816662.0,162502774.0,2011,May,6.310647866666667
84,Darkest Hour,30000000.0,56443120.0,150807172.0,2017,November,5.908343066666666
85,Wallace & Gromit: The Curse of the Were-Rabbit,30000000.0,56068547.0,197593152.0,2005,October,7.455389966666667
86,P.S. I Love You,30000000.0,53695808.0,155769678.0,2007,December,5.982182866666666
87,Corpse Bride,30000000.0,53359111.0,114770654.0,2005,September,4.6043255
88,Life of the Party,30000000.0,53059911.0,65759911.0,2018,May,2.9606607333333335
89,Letters to Juliet,30000000.0,53032453.0,82148538.0,2010,May,3.5060330333333334
90,Blow,30000000.0,52990775.0,83282296.0,2001,April,3.5424357
91,Message in a Bottle,30000000.0,52880016.0,52880016.0,1999,February,2.5253344
92,Southpaw,30000000.0,52421953.0,94156456.0,2015,July,3.885946966666667
93,Star Trek V: The Final Frontier,30000000.0,52210049.0,70200000.0,1989,June,3.080334966666667
94,Atomic Blonde,30000000.0,51573925.0,98345423.0,2017,July,3.9973116
95,Like Mike,30000000.0,51432423.0,62432423.0,2002,July,2.7954948666666666
96,Naked Gun 33 1/3: The Final Insult,30000000.0,51041856.0,51041856.0,1994,March,2.4027904
97,Atonement,30000000.0,50980159.0,129779728.0,2007,December,5.025329566666667
98,A View to a Kill,30000000.0,50327960.0,152627960.0,1985,May,5.765197333333333
99,Racing Stripes,30000000.0,49772522.0,89955540.0,2005,January,3.6576020666666667
100,Sicario,30000000.0,46889293.0,84393749.0,2015,September,3.3761014
1,Black Rain,30000000.0,45892212.0,45892212.0,1989,September,2.0594808
2,Full Metal Jacket,30000000.0,45015999.0,45015999.0,1987,June,2.0010666
3,Den of Thieves,30000000.0,44947622.0,80131391.0,2018,January,3.1693004333333334
4,The Three Stooges,30000000.0,44338224.0,54052249.0,2012,April,2.2796824333333334
5,Pokemon 2000,30000000.0,43746923.0,133946923.0,2000,July,4.9231282
6,John Wick,30000000.0,43037835.0,76235001.0,2014,October,2.9757612
